確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2022,4,台北市,大安區,M,否,60,2
嚴重特殊傳染性肺炎,2022,4,台北市,中山區,M,否,60,2
嚴重特殊傳染性肺炎,2022,4,台北市,北投區,M,否,60,2
嚴重特殊傳染性肺炎,2022,4,台北市,松山區,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,台北市,大同區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,台北市,中山區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,台北市,中正區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,台北市,內湖區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,台北市,大同區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,台北市,大安區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,台北市,中山區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,台北市,中正區,M,否,70,3
嚴重特殊傳染性肺炎,2022,4,台北市,北投區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,台北市,大安區,U,否,5,1
嚴重特殊傳染性肺炎,2022,4,台東縣,達仁鄉,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,台東縣,台東市,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,台東縣,長濱鄉,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,台東縣,成功鎮,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,台東縣,關山鎮,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,台東縣,長濱鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,台東縣,成功鎮,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,台東縣,台東市,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,台南市,鹽水區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,台南市,佳里區,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,F,否,3,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,將軍區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,新市區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,台南市,中西區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,台南市,安定區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,台南市,安南區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,台南市,七股區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,台南市,東區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,台南市,南區,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,台南市,東區,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,台南市,將軍區,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,台南市,將軍區,M,否,0,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,台南市,安南區,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,台南市,安南區,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,台南市,東區,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,台南市,善化區,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,M,否,2,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,M,否,2,1
嚴重特殊傳染性肺炎,2022,4,台南市,東區,M,否,20,2
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,M,否,20,2
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,台南市,善化區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,台南市,新市區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,台南市,將軍區,M,否,3,1
嚴重特殊傳染性肺炎,2022,4,台南市,仁德區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,安平區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,東區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,歸仁區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,台南市,南區,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,台南市,將軍區,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,台南市,中西區,M,否,4,1
嚴重特殊傳染性肺炎,2022,4,台南市,新營區,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,M,否,45,1
嚴重特殊傳染性肺炎,2022,4,台南市,官田區,M,否,45,1
嚴重特殊傳染性肺炎,2022,4,台南市,北區,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,台南市,南區,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,台南市,麻豆區,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,台南市,永康區,M,否,5,4
嚴重特殊傳染性肺炎,2022,4,台南市,將軍區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,羅東鎮,F,否,1,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,三星鄉,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,羅東鎮,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,頭城鎮,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,五結鄉,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,蘇澳鎮,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,3,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,30,4
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,三星鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,F,否,35,3
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,羅東鎮,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,40,4
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,南澳鄉,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,頭城鎮,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,蘇澳鎮,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,F,否,5,3
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,5,8
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,礁溪鄉,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,羅東鎮,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,頭城鎮,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,M,否,15,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,頭城鎮,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,礁溪鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,頭城鎮,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,礁溪鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,蘇澳鎮,M,否,25,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,蘇澳鎮,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,M,否,35,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,壯圍鄉,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,M,否,40,2
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,礁溪鄉,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,冬山鄉,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,宜蘭市,M,否,5,4
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,員山鄉,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,羅東鎮,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,宜蘭縣,羅東鎮,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,0,2
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,1,2
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,10,4
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,15,56
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,2,1
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,20,169
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,25,160
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,3,1
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,30,115
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,35,93
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,4,4
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,40,51
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,45,29
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,50,19
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,55,10
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,5,7
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,60,4
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,65,10
嚴重特殊傳染性肺炎,2022,4,空值,空值,F,是,70,8
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,1,3
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,10,3
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,15,66
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,2,1
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,20,157
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,25,157
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,3,6
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,30,146
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,35,133
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,4,2
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,40,66
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,45,47
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,50,41
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,55,20
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,5,5
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,60,20
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,65,11
嚴重特殊傳染性肺炎,2022,4,空值,空值,M,是,70,11
嚴重特殊傳染性肺炎,2022,4,空值,空值,U,是,25,1
嚴重特殊傳染性肺炎,2022,4,空值,空值,U,是,30,2
嚴重特殊傳染性肺炎,2022,4,空值,空值,U,是,35,2
嚴重特殊傳染性肺炎,2022,4,空值,空值,U,是,45,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,10,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,萬榮鄉,F,否,10,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,15,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,2,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,2,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,20,6
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,20,5
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,F,否,20,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,25,5
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,光復鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,30,5
嚴重特殊傳染性肺炎,2022,4,花蓮縣,萬榮鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,35,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,瑞穗鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,4,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,玉里鎮,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,40,5
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,45,5
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,鳳林鎮,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,55,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,瑞穗鄉,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,5,6
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,萬榮鄉,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,玉里鎮,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,F,否,70,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,鳳林鎮,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,1,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,10,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,15,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,2,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,20,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,20,8
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,M,否,20,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,25,6
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,25,4
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,3,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,30,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,35,4
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,35,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,M,否,35,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,4,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,光復鄉,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,40,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,卓溪鄉,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,40,4
嚴重特殊傳染性肺炎,2022,4,花蓮縣,萬榮鄉,M,否,40,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,45,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,M,否,45,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,瑞穗鄉,M,否,45,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,玉里鎮,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,壽豐鄉,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,55,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,5,4
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,5,8
嚴重特殊傳染性肺炎,2022,4,花蓮縣,富里鄉,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,M,否,5,2
嚴重特殊傳染性肺炎,2022,4,花蓮縣,花蓮市,M,否,60,3
嚴重特殊傳染性肺炎,2022,4,花蓮縣,秀林鄉,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,豐濱鄉,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,玉里鎮,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,吉安鄉,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,花蓮縣,新城鄉,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,金門縣,金城鎮,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,金門縣,金城鎮,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,金門縣,金城鎮,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,南投縣,南投市,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,南投縣,南投市,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,南投縣,埔里鎮,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,南投縣,南投市,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,長治鄉,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,鹽埔鄉,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,內埔鄉,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,長治鄉,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,恆春鎮,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,琉球鄉,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,內埔鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,內埔鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,東港鎮,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,長治鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,F,否,35,7
嚴重特殊傳染性肺炎,2022,4,屏東縣,瑪家鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,鹽埔鄉,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,F,否,40,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,F,否,40,3
嚴重特殊傳染性肺炎,2022,4,屏東縣,鹽埔鄉,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,F,否,45,3
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,F,否,45,3
嚴重特殊傳染性肺炎,2022,4,屏東縣,新園鄉,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,東港鎮,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,鹽埔鄉,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,萬丹鄉,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,竹田鄉,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,枋寮鄉,F,否,5,3
嚴重特殊傳染性肺炎,2022,4,屏東縣,長治鄉,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,枋寮鄉,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,枋寮鄉,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,高樹鄉,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,竹田鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,車城鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,來義鄉,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,高樹鄉,M,否,20,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,車城鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,林邊鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,M,否,25,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,琉球鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,M,否,30,3
嚴重特殊傳染性肺炎,2022,4,屏東縣,長治鄉,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,M,否,30,3
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,枋寮鄉,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,長治鄉,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,潮州鎮,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,M,否,40,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,竹田鄉,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,萬丹鄉,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,里港鄉,M,否,45,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,屏東市,M,否,45,2
嚴重特殊傳染性肺炎,2022,4,屏東縣,高樹鄉,M,否,45,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,東港鎮,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,琉球鄉,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,新園鄉,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,九如鄉,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,內埔鄉,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,萬丹鄉,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,屏東縣,枋寮鄉,M,否,5,1
